"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"2MRZK4TH","conferencePaper","2005","Khosmood, Foaad; Kurfess, Franz","Automatic Source Attribution of Text: A Neural Networks Approach","Neural Networks, 2005. IJCNN '05. Proceedings, 2005 Ieee International Joint Conference on","","","","","","2005","2016-08-16 19:57:47","2017-01-05 12:46:32","","2718-2723","","","","","","","","","","","","","","","","","","","","---. Automatic Source Attribution of Text: A Neural Networks Approach. In Neural Networks, 2005. IJCNN '05. Proceedings, 2005 Ieee International Joint Conference on. Vol.5, 2005. pp. 2718-2723.  bibtex: khosmood_automatic_2005","","","","#jr6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2MWRC8UR","journalArticle","2001","Clemit, Pamela; Woolls, David","Two New Pamphlets by William Godwin: A Case of Computer-Assisted Authorship Attribution","Studies in Bibliography","","","","","","2001","2016-08-16 19:48:06","2017-01-09 08:41:08","","265-284","","54","","","","","","","","","","","","","","","","","","Clemit, Pamela, and David Woolls. Two New Pamphlets by William Godwin: A Case of Computer-Assisted Authorship Attribution. Studies in Bibliography 54 2001: 265-284.  bibtex: clemit_two_2001","","","","#jr2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2N4G52FV","bookSection","1998","Mowat, Barbara A.","The Problem of Shakespeare's Text(s)","Textual Formations and Reformations","","","","","","1998","2016-08-16 19:43:22","2017-01-02 09:24:34","","N/A","","","","","","","","","","","University of Delaware Press","Newark","","","","","","","","Mowat, Barbara A. The Problem of Shakespeare's Texts. In Textual Formations and Reformations. Eds. Laurie E. Maguire and Thomas L. Berger. Newark: University of Delaware Press, 1998.  bibtex: mowat_problem_1998","","","","#jr1","","Maguire, Laurie E.; Berger, Thomas L.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2N66DCAN","journalArticle","2007","Burrows, John","All the way through: Testing for Authorship in Difference Strata","Literary and Linguistic Computing","","","","","","2007","2016-08-16 19:50:16","2017-01-01 19:54:25","","27-47","","22","","","","","","","","","","","","","","","","","","bibtex: burrows_all_2007","","","","#cllc; computational stylistics; delta; iota; methodology; statistical analysis","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2NCRTBUR","book","1949","Zipf, George Kingsley","Human Behavior and the Principle of Least Effort","","","","","","","1949","2016-08-16 16:43:38","2016-08-16 16:43:38","","","","","","","","","","","","","Hafner Publishing Company","New York","","","","","","","","Reprinted 1965  bibtex: zipf_human_1949","","","","#pj","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2NDKQ2TA","conferencePaper","2007","Stein, Benno; Eissen, Sven Meyer zu","Intrisic Plagiarism Analysis with Meta Learning","SIGIR'07 Amsterdam. Workshop on Plagiarism Analysis, Authorship Identification, and Near-Duplicate Detection","","","","","","2007","2016-08-16 19:58:11","2017-01-09 08:41:08","","45-50","","","","","","","","","","","","Amsterdam","","","","","","","","Stein, Benno, and Sven Meyer zu Eissen. Intrisic Plagiarism Analysis with Meta Learning. In SIGIR'07 Amsterdam. Workshop on Plagiarism Analysis, Authorship Identification, and Near-Duplicate Detection. 2007. pp. 45-50.  bibtex: stein_intrisic_2007","","","","#jr4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2NFZR34R","report","2005","Shlens, Jonathan","A Tutorial on Principal Component Analysis","","","","","","","2005-12","2016-08-16 16:43:38","2016-08-16 16:43:38","","","","","","","","","","","","","Systems Neurobiology Laboratory, Salk Institute for Biological Studies","La Jolla, California","","","Tutorial","","","","","bibtex: shlens_tutorial_2005","","","","#pj","","","","","","","","","","","","","","","","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2NGNTNB4","journalArticle","2004","Lewis, David D.; Yang, Yiming; Rose, Tony G.; Li, Fan","RCV1: A New Benchmark Collection for Text Categorisation Research","The Journal of Machine Learning Research","","1532-4435","","","","2004-12","2016-08-16 16:43:38","2017-01-09 08:41:08","","361–397","","1","5","","","","","","","","","","","","","","","","","bibtex: lewis_rcv1:_2004","","","","#jr4; #pj","","Dietterich, Thomas G.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2NKB2IUR","conferencePaper","2000","Stamatatos, Efstathios; Fakotakis, Nikos; Kokkinakis, George","Text Genre Detection Using Common Word Frequencies","COLING 2000 The 18th International Conference on Computational Linguistics Proceedings","","","","","","2000","2016-08-16 19:58:11","2017-01-09 08:41:08","","808-814","","","","","","","","","","","","","","","","","","","","Stamatatos, E., N. Fakotakis, and G. Kokkinakis. Text Genre Detection Using Common Word Frequencies. COLING 2000 The 18th International Conference on Computational Linguistics Proceedings 11 2000: 808-814.  bibtex: stamatatos_text_2000","","","","#jr4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2NXTCB36","thesis","2011","Levy-Minzie, Kori","Authorship Attribution in the E-Mail Domain: A Study of the Effect of Size of Author Corpus and Topic on Accuracy of Identification","","","","","","","2011","2016-08-16 19:57:47","2017-01-05 13:38:16","","","","","","","","","","","","","","","","","","","","","","Levy-Minzie, Kori. Authorship Attribution in the E-Mail Domain: A Study of the Effect of Size of Author Corpus and Topic on Accuracy of Identification. Master of Science Thesis, Naval Postgraduate School, Monterey, California, 2011. Li, Jiexun. Feature Construction, Selection and Consolidation for Knowledge Discovery. Ph.D. Dissertation, The University of Arizona, 2007.  bibtex: levy-minzie_authorship_2011","","","","#jr6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2NZUIKGV","conferencePaper","2011","Ryan, Michael; Juola, Patrick","Age or Identity: A Comparison of Stylistic Similarity","Proc. Exploring the Boundaries and Applications of Corpus Linguistics","","","","","","2011","2016-08-16 16:43:38","2017-01-09 08:41:08","","","","","","","","","","","","","","Tuscaloosa, AL","","","","","","","","bibtex: ryan_age_2011","","","","#pj","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2P6CQH8Q","book","2003","Ketchell, Misha","The Third Degree","","","","","","","2003-05","2016-08-16 16:43:38","2016-08-16 16:43:38","","","","","","","","","","","","","","","","","","","","","","URL: http://www.theage.com.au/articles/2003/05/26/1053801319696.html [Accessed 4 October 2007]  bibtex: ketchell_third_2003","","","","#pj","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2PAXQU6N","journalArticle","1990","San Roman, Gustavo","Using OCP: A Study of Characterization in the Two <em>Don Quixotes</em>","Don Quixotes","","","","","","1990","2016-08-16 20:03:29","2017-01-08 13:23:42","","314-318","","4","5","","","","","","","","","","","","","","","","","San Roman, Gustavo. Using OCP: A Study of Characterization in the Two Don Quixotes. Literary and Linguistic Computing 5.4 1990: 314-318.  bibtex: san_roman_using_1990","","","","#jr5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2PGS5U3D","book","2005","McCarty, Willard","Humanities Computing","","","","","","","2005","2016-08-16 19:43:22","2017-01-09 08:41:08","","","","","","","","","","","","","Palgrave Macmillan","New York","","","","","","","","---. Humanities Computing. New York: Palgrave Macmillan, 2005.  bibtex: mccarty_humanities_2005","","","","#jr1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2PRCKITX","conferencePaper","2011","Acharya, S.; Kam, M.","Evidence combination for hard and soft sensor data fusion","2011 Proceedings of the 14th International Conference on Information Fusion (FUSION),Chicago","","","","","","2011-07","2016-08-16 16:43:38","2017-01-15 17:39:54","","1 -8","","","","","","","","","","","IEEE","","","","","","","","","bibtex: acharya_evidence_2011","","","","#pj; Dempster Shafer belief mass assignment; hard sensor data fusion; inference mechanisms; multiple heterogeneous sensors; probabilistic representation; probability; probability fusion rule; radar sensors; sensor fusion; soft sensor data fusion; thermal sensors","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2011 Proceedings of the 14th International Conference on Information Fusion (FUSION)","","","","","","","","","","","","","","",""
"2Q6CHXUF","book","1975","Sussman, G. J.","A Computer Model of Skill Acquisition","","","","","","","1975","2016-08-16 16:43:38","2017-01-03 13:57:10","","","","","","","","","","","","","New American Elsevier","New York","","","","","","","","bibtex: sussman_computer_1975","","","","#pj","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2Q9HPDFT","journalArticle","1968","Levison, M.; Morton, A. Q.; Winspear, A. D.","I. -- The Seventh Letter of Plato","Mind","","","","","","1968","2016-08-16 19:57:47","2017-01-05 13:37:54","","309-325","","307","77","","","","","","","","","","","","","","","","","Levison, M., A. Q. Morton, and A. D. Winspear. I. -- The Seventh Letter of Plato. Mind 78.307 1968: 309-325.  bibtex: levison_i._1968","","","","#jr6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2QBH6HR3","bookSection","1966","Milic, Louis T.","Unconscious Ordering in the Prose of Swift","The Computer and Literary Style","","","","","","1966","2016-08-16 19:57:47","2017-01-04 10:50:51","","79-106","","","","","","","","","","","Kent State University Press","Kent, OH","","","","","","","","---. Unconscious Ordering in the Prose of Swift. In The Computer and Literary Style. Ed. Jacob Leed. Kent, Ohio: Kent State University Press, 1966. 79-106.  bibtex: milic_unconscious_1966","","","","#jr6","","Leed, Jacob","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2QE7NKKP","journalArticle","1977","Dominguez, Ivo","Spanish Stylometrics: A Beginning","Association for Literary and Linguistic Computing Bulletin","","","","","","1977","2016-12-15 13:47:09","2017-01-02 16:26:30","","158 - 162","","2","5","","","","","","","","","","","","","","","","","bibtex: dominguez_spanish_1977","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2QUFWQ4F","conferencePaper","2014","Juola, Patrick; Jr, John I. Noecker","Inferring Self-Esteem from Keyboard Behavior","Proceedings of DHCS 2014","","","","","","2014","2016-08-16 16:43:38","2016-08-16 16:43:38","","","","","","","","","","","","","","","","","","","","","","bibtex: juola_inferring_2014","","","","#pj","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2S4TD9TB","conferencePaper","2009","Fagel, Suzanne","The art of ordinary words and sentences: sentence complexity and madness in works by the Dutch authors Maarten Biesheuvel and Jan Arends","Online proceedings of the Annual Conference of the Poetics and Linguistics Association (PALA), (Middelburg, Netherlands)","","","","http://www.pala.ac.uk/resources/proceedings/2009/fagel2009.pdf","","2009","2017-01-03 10:34:15","2017-01-23 10:43:40","","","","","","","","","","","","","","","nld","","","","","","","bibtex: fagel_art_2009","","","","style","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Online proceedings of the Annual Conference of the Poetics and Linguistics Association (PALA)","","","","","","","","","","","","","","",""
"2SN4IWQX","journalArticle","2011","Argamon, Shlomo","Interpreting Burrows’s delta: geometric and probabilistic foundations","Literary and Linguistic Computing","","","","","","2011","2017-01-06 18:03:52","2017-01-06 18:03:52","","131-147","","2","23","","","","","","","","","","","","","","","","","bibtex: argamon_interpreting_2011","","","","#me","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
